#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,efg%,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,didWin_sum,Previous School,clean_name,ImageURL
15,Nyah Lowery,Pacific Tigers,G,5-11,Jr.,"Sacramento, CA",UserTeam6,240.0,15.0,39.0,61.0,16.0,21.0,7.06,0.491,3.75,1.12,1.0,0.12,1.25,3.62,0.44,1.69,2.69,6.75,14.0,0.88,46.0,2.88,336.0,113.0,60.0,18.0,16.0,2.0,27.0,43.0,108.0,20.0,58.0,7.0,11.0,0.69,7.0,Saint Mary's,nyah lowery,https://pacifictigers.com/images/2025/10/20/Nyah_Lowery.png?width=80&quality=90
21,Daria Nestorov,Pacific Tigers,G,5-4,So.,"Zrenjanin, Serbia",UserTeam1,422.0,26.38,15.0,24.0,16.0,29.06,9.38,0.437,3.19,4.81,1.62,0.06,1.19,4.0,1.19,2.94,3.5,9.38,7.0,0.44,44.0,2.75,465.0,150.0,51.0,77.0,26.0,1.0,47.0,56.0,150.0,19.0,64.0,19.0,24.0,1.5,7.0,Gymnasium Kraljevo,daria nestorov,https://pacifictigers.com/images/2025/10/20/Daria_Nestorov.png?width=80&quality=90
23,Kenlee Durrill,Pacific Tigers,G,5-10,R-So.,"Denver, CO",FreeAgent,2.0,0.67,88.0,145.0,3.0,7.67,0.67,0.0,1.0,1.0,0.0,0.0,0.0,1.33,0.67,0.67,0.0,2.0,0.0,0.0,3.0,1.0,23.0,2.0,3.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,4.0,2.0,2.0,0.67,2.0,Flat Irons,kenlee durrill,https://pacifictigers.com/images/2025/10/20/Kenlee_Durrill.png?width=80&quality=90
24,LaMiracle Lebon,Pacific Tigers,F,6-3,Fr.,"Columbus, MS",FreeAgent,25.0,8.33,41.0,135.0,3.0,12.33,1.67,0.2,2.67,0.67,0.67,0.33,0.0,0.0,1.0,0.67,0.33,1.67,6.0,2.0,2.0,0.67,37.0,5.0,8.0,2.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,3.0,4.0,1.33,2.0,Vanden HS,lamiracle lebon,https://pacifictigers.com/images/2025/10/20/LaMiracle_Lebon.png?width=80&quality=90
25,Winner Bartholomew,Pacific Tigers,F,6-1,So.,"Abuja, Nigeria",UserTeam2,387.0,24.19,9.0,29.0,16.0,23.31,12.88,0.459,5.44,0.88,0.69,0.0,0.06,0.19,2.44,1.69,5.19,11.38,39.0,2.44,48.0,3.0,373.0,206.0,87.0,14.0,11.0,0.0,27.0,83.0,182.0,1.0,3.0,39.0,52.0,3.25,7.0,Rider,winner bartholomew,https://pacifictigers.com/images/2025/10/20/Winner_Bartholomew.png?width=80&quality=90
32,Tyla Fautua,Pacific Tigers,F,6-0,So.,"Brisbane, Australia",FreeAgent,10.0,3.33,45.5,141.5,3.0,5.0,0.0,0.0,1.33,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.33,15.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,Southern Districts Spartans,tyla fautua,https://pacifictigers.com/images/2025/10/20/Tyla_Fautua.png?width=80&quality=90
2,Mara Neira,San Francisco Dons,G,5-9,Gr.,"Baiona, Spain",RR,283.0,17.69,30.0,48.0,16.0,22.44,7.88,0.426,4.19,2.0,1.56,0.0,1.75,6.0,0.38,1.88,2.88,8.81,7.0,0.44,60.0,3.75,359.0,126.0,67.0,32.0,25.0,0.0,30.0,46.0,141.0,28.0,96.0,6.0,7.0,0.44,10.0,Presbyterian/Appalachian State,mara neira,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/2_Mara_Neira_Headshot.jpg?width=80&quality=90
3,Noelia Mourino,San Francisco Dons,F,6-2,Fr.,"O Porrino, Spain",FreeAgent,0.0,0.0,49.0,154.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Segle XXI Barcelona,noelia mourino,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/3_Noelia_Mourino_Headshot.jpg?width=80&quality=90
4,Meghan McIntyre,San Francisco Dons,G,5-6,Gr.,"Garden Grove, Calif.",UserTeam2,288.0,18.0,27.5,44.5,16.0,20.25,4.88,0.486,4.38,2.12,1.31,0.0,0.44,1.75,0.69,1.38,1.88,4.31,16.0,1.0,54.0,3.38,324.0,78.0,70.0,34.0,21.0,0.0,22.0,30.0,69.0,7.0,28.0,11.0,17.0,1.06,10.0,Southern Oregon/Orange Coast CC/Golden West CC,meghan mcintyre,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/4_Meghan_McIntyre_Headshot.jpg?width=80&quality=90
7,Nevaeh Ferrara Horne,San Francisco Dons,F,6-2,Jr.,"Regina, Saskatchewan, Canada",FreeAgent,76.0,5.43,35.0,112.0,14.0,9.71,2.07,0.5,1.64,0.21,0.29,0.36,0.14,0.29,0.36,1.07,0.79,1.71,7.0,0.5,16.0,1.14,136.0,29.0,23.0,3.0,4.0,5.0,15.0,11.0,24.0,2.0,4.0,5.0,7.0,0.5,9.0,North Dakota,nevaeh ferrara horne,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/7_Nevaeh_Ferrera_Horne_Headshot.jpg?width=80&quality=90
9,Aina Cargol,San Francisco Dons,G,5-9,Fr.,"Olot, Spain",UserTeam4,412.0,25.75,16.5,25.5,16.0,30.25,10.12,0.52,2.94,4.56,0.94,0.12,1.25,3.19,2.0,3.12,3.44,7.81,7.0,0.44,40.0,2.5,484.0,162.0,47.0,73.0,15.0,2.0,50.0,55.0,125.0,20.0,51.0,32.0,45.0,2.81,10.0,Spar Girona,aina cargol,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/9_Aina_Cargol_Headshot.jpg?width=80&quality=90
10,Amy Pateman,San Francisco Dons,G,5-8,Fr.,"Auckland, New Zealand",FreeAgent,27.0,3.86,84.0,133.0,7.0,7.0,1.86,0.429,0.71,0.43,0.29,0.0,0.29,1.29,0.14,0.43,0.71,2.0,1.0,0.14,4.0,0.57,49.0,13.0,5.0,3.0,2.0,0.0,3.0,5.0,14.0,2.0,9.0,1.0,2.0,0.29,3.0,Westlake Girls High School,amy pateman,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/10_Amy_Pateman_Headshot.jpg?width=80&quality=90
12,Natasa Tausova,San Francisco Dons,F,6-3,Fr.,"Poprad, Slovakia",FreeAgent,207.0,12.94,19.0,71.0,16.0,23.5,6.69,0.45,3.44,1.12,1.25,0.25,0.81,3.44,0.5,2.38,2.69,6.88,17.0,1.06,38.0,2.38,376.0,107.0,55.0,18.0,20.0,4.0,38.0,43.0,110.0,13.0,55.0,8.0,17.0,1.06,10.0,Piestanske Cajky,natasa tausova,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/12_Natasa_Tausova_Headshot.jpg?width=80&quality=90
14,Michelle Ugwah,San Francisco Dons,F,6-1,R-So.,"Cork, Ireland",FreeAgent,67.0,13.4,36.0,115.0,5.0,15.8,4.2,0.37,3.0,1.2,1.0,0.8,0.0,0.0,0.2,1.8,2.0,5.4,3.0,0.6,12.0,2.4,79.0,21.0,15.0,6.0,5.0,4.0,9.0,10.0,27.0,0.0,0.0,1.0,3.0,0.6,3.0,Morehead State,michelle ugwah,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/14_Michelle_Ugwah_Headshot.jpg?width=80&quality=90
21,Olivia Williams,San Francisco Dons,G,6-1,R-Sr.,"South San Francisco, Calif.",FreeAgent,60.0,7.5,72.0,118.0,8.0,8.5,3.0,0.326,1.5,0.25,0.38,0.5,0.12,0.75,1.12,0.5,0.88,2.88,3.0,0.38,9.0,1.12,68.0,24.0,12.0,2.0,3.0,4.0,4.0,7.0,23.0,1.0,6.0,9.0,10.0,1.25,5.0,UC Irvine,olivia williams,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/21_Olivia_Williams_Headshot.jpg?width=80&quality=90
22,Paula Tirado,San Francisco Dons,G,5-7,R-So.,"Mataro, Spain",FreeAgent,217.0,13.56,44.0,68.0,16.0,18.62,5.44,0.506,1.75,1.19,1.12,0.0,0.75,2.0,0.44,1.31,2.12,4.94,4.0,0.25,24.0,1.5,298.0,87.0,28.0,19.0,18.0,0.0,21.0,34.0,79.0,12.0,32.0,7.0,9.0,0.56,10.0,IES Damia Campeny,paula tirado,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/22_Paula_Tirado_Headshot.jpg?width=80&quality=90
23,Candy Edokpaigbe,San Francisco Dons,G,6-0,So.,"Naples, Italy",UserTeam6,537.0,33.56,8.0,12.0,16.0,31.19,16.44,0.528,4.69,1.5,1.38,0.94,0.56,2.5,3.62,2.69,6.12,12.12,33.0,2.06,42.0,2.62,499.0,263.0,75.0,24.0,22.0,15.0,43.0,98.0,194.0,9.0,40.0,58.0,75.0,4.69,10.0,Seattle U,candy edokpaigbe,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/23_Candy_Edkopaigbe_Headshot.jpg?width=80&quality=90
24,Sol Castro,San Francisco Dons,F,6-1,Gr.,"Rio Colorado, Argentina",FreeAgent,107.0,9.73,28.0,99.5,11.0,13.45,5.0,0.385,4.09,0.73,0.18,0.18,0.0,0.0,1.36,1.45,1.82,4.73,22.0,2.0,23.0,2.09,148.0,55.0,45.0,8.0,2.0,2.0,16.0,20.0,52.0,0.0,0.0,15.0,26.0,2.36,7.0,Robert Morris,sol castro,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/24_Sol_Castro_Headshot.jpg?width=80&quality=90
32,Sophia Priestley,San Francisco Dons,F,6-2,Fr.,"Oslo, Norway",FreeAgent,36.0,4.5,38.0,126.0,8.0,5.75,1.12,0.6,1.25,0.38,0.12,0.0,0.0,0.12,0.38,0.12,0.38,0.62,1.0,0.12,9.0,1.12,46.0,9.0,10.0,3.0,1.0,0.0,1.0,3.0,5.0,0.0,1.0,3.0,4.0,0.5,4.0,Ullern IF Oslo,sophia priestley,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/32_Sophia_Priestley_Headshot.jpg?width=80&quality=90
1,Malvina Haziri,Washington State Cougars,G,5-9,Fr.,"Vushtrria, Kosovo",FreeAgent,41.0,2.41,78.0,124.0,17.0,12.24,2.24,0.328,1.06,0.71,0.29,0.0,0.59,2.71,0.0,0.76,0.82,3.41,4.0,0.24,14.0,0.82,208.0,38.0,18.0,12.0,5.0,0.0,13.0,14.0,58.0,10.0,46.0,0.0,0.0,0.0,2.0,KBF Prishtina,malvina haziri,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Haziri__Malvina.png?width=80&quality=90
2,Eleonora Villa,Washington State Cougars,G,5-8,Jr.,"Lissone, Italy",UserTeam1,569.0,31.61,6.0,9.0,18.0,35.11,17.72,0.525,2.11,3.11,1.0,0.28,1.72,5.28,2.33,2.94,6.83,14.67,4.0,0.22,34.0,1.89,632.0,319.0,38.0,56.0,18.0,5.0,53.0,123.0,264.0,31.0,95.0,42.0,57.0,3.17,2.0,Costa Masnaga,eleonora villa,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Villa__Eleonora.png?width=80&quality=90
5,Jean Chiu,Washington State Cougars,G,5-7,Sr.,"Taipei, Taiwan",FreeAgent,54.0,3.18,75.0,121.0,17.0,8.18,0.94,0.536,0.59,0.35,0.35,0.0,0.06,0.35,0.06,0.35,0.41,0.82,0.0,0.0,10.0,0.59,139.0,16.0,10.0,6.0,6.0,0.0,6.0,7.0,14.0,1.0,6.0,1.0,2.0,0.12,1.0,University of Taipei,jean chiu,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Chiu__Jean.png?width=80&quality=90
6,Tahara Magassa,Washington State Cougars,F,6-4,Fr.,"Paris, France",FreeAgent,0.0,0.0,49.0,154.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint-Amand Hainut,tahara magassa,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/wsu.sidearmsports.com/images/responsive_2020/logo_main.svg
8,Mackenzie Chatfield,Washington State Cougars,G,5-9,Jr.,"Auckland, New Zealand",FreeAgent,192.0,10.67,48.0,74.5,18.0,22.33,2.39,0.293,3.39,2.61,0.61,0.06,0.0,0.06,0.5,2.0,0.94,3.22,17.0,0.94,44.0,2.44,402.0,43.0,61.0,47.0,11.0,1.0,36.0,17.0,58.0,0.0,1.0,9.0,13.0,0.72,2.0,Western Kentucky,mackenzie chatfield,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Chatfield__Mackenzie.png?width=80&quality=90
9,Tanja Valancic,Washington State Cougars,F,6-0,Fr.,"Ljubljana, Slovenia",FreeAgent,159.0,8.83,23.0,84.0,18.0,20.0,3.22,0.383,3.5,1.44,0.83,0.0,0.28,1.61,0.5,1.67,1.22,3.56,20.0,1.11,43.0,2.39,360.0,58.0,63.0,26.0,15.0,0.0,30.0,22.0,64.0,5.0,29.0,9.0,16.0,0.89,2.0,Akson Ilirija,tanja valancic,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Valancic__Tanja.png?width=80&quality=90
10,Charlotte Abraham,Washington State Cougars,G,6-0,So.,"Cambrai, France",RR,374.0,20.78,20.0,34.0,18.0,27.72,11.17,0.5,6.83,1.83,0.44,0.11,1.89,5.5,1.83,2.56,3.72,9.33,30.0,1.67,93.0,5.17,499.0,201.0,123.0,33.0,8.0,2.0,46.0,67.0,168.0,34.0,99.0,33.0,39.0,2.17,2.0,Lycee Marguerite de Flandre,charlotte abraham,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Abraham__Charlotte.png?width=80&quality=90
12,Marta Alsina,Washington State Cougars,G,5-11,So.,"Barcelona, Spain",FreeAgent,137.0,8.06,58.0,91.0,17.0,18.41,2.29,0.32,2.82,1.47,0.88,0.24,0.24,1.47,0.41,1.71,0.82,2.94,6.0,0.35,42.0,2.47,313.0,39.0,48.0,25.0,15.0,4.0,29.0,14.0,50.0,4.0,25.0,7.0,11.0,0.65,2.0,Institut Joaquim Blume,marta alsina,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Alsina__Marta.png?width=80&quality=90
15,Keandra Koorits,Washington State Cougars,G/F,6-2,R-Fr.,"Tallinn, Estonia",FreeAgent,192.0,10.67,3.0,74.5,18.0,18.61,6.72,0.389,2.56,0.83,0.5,0.22,0.61,3.28,0.89,1.06,2.61,7.5,17.0,0.94,29.0,1.61,335.0,121.0,46.0,15.0,9.0,4.0,19.0,47.0,135.0,11.0,59.0,16.0,19.0,1.06,2.0,Audentes Sports Gymnasium,keandra koorits,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Koorits__Keandra.png?width=80&quality=90
25,Lauren Glazier,Washington State Cougars,F,6-4,Sr.,"North Bend, Wash.",FreeAgent,92.0,9.2,32.0,106.0,10.0,9.1,4.2,0.5,1.8,0.6,0.2,0.4,0.3,0.7,0.3,1.0,1.8,3.9,6.0,0.6,12.0,1.2,91.0,42.0,18.0,6.0,2.0,4.0,10.0,18.0,39.0,3.0,7.0,3.0,3.0,0.3,1.0,Mount Si HS,lauren glazier,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Glazier__Lauren.png?width=80&quality=90
33,Alex Covill,Washington State Cougars,C,6-6,Jr.,"Missoula, Mont.",FreeAgent,63.0,12.6,5.0,117.0,5.0,18.4,7.6,0.462,3.8,0.4,0.4,1.4,0.0,0.0,0.4,3.8,3.6,7.8,8.0,1.6,11.0,2.2,92.0,38.0,19.0,2.0,2.0,7.0,19.0,18.0,39.0,0.0,0.0,2.0,2.0,0.4,1.0,Missoula Hellgate HS,alex covill,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Covill__Alex.png?width=80&quality=90
55,Malia Ruud,Washington State Cougars,F,6-2,Fr.,"Pasco, Wash.",RR,398.0,22.11,8.0,27.5,18.0,29.39,10.0,0.494,3.94,1.39,0.78,0.67,0.94,2.56,0.72,1.61,4.17,9.39,29.0,1.61,42.0,2.33,529.0,180.0,71.0,25.0,14.0,12.0,29.0,75.0,169.0,17.0,46.0,13.0,21.0,1.17,2.0,Chiawana HS,malia ruud,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Ruud__Malia.png?width=80&quality=90
0,Goundo Diakite Bayo,Portland Pilots,F,6-1,Fr.,"Barcelona, Spain",FreeAgent,0.0,0.0,49.0,154.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IES Carles Vallbona,goundo diakite bayo,https://portlandpilots.com/images/2025/10/15/Diakite_Goundoba26web.JPG?width=80&quality=90
2,Dyani Ananiev,Portland Pilots,G,6-2,R-So.,"St. Andrews, Australia",RR,483.0,30.19,12.0,18.0,16.0,25.94,10.56,0.531,3.88,2.44,2.81,0.5,1.88,5.12,0.81,2.44,3.94,9.19,18.0,1.12,44.0,2.75,415.0,169.0,62.0,39.0,45.0,8.0,39.0,63.0,147.0,30.0,82.0,13.0,14.0,0.88,9.0,Wyndham,dyani ananiev,https://portlandpilots.com/images/2025/10/15/Ananiev_Dyani26web.JPG?width=80&quality=90
3,Florence Dallow,Portland Pilots,G,6-2,R-So.,"Auckland, New Zealand",UserTeam3,319.0,19.94,24.0,38.0,16.0,21.75,8.94,0.52,4.19,1.62,1.0,0.31,0.69,2.12,2.38,2.44,2.94,6.31,25.0,1.56,42.0,2.62,348.0,143.0,67.0,26.0,16.0,5.0,39.0,47.0,101.0,11.0,34.0,38.0,44.0,2.75,9.0,Epsom Girls Grammar School,florence dallow,https://portlandpilots.com/images/2025/10/15/Dallow_Florence26web.JPG?width=80&quality=90
5,Aubrey Herrin,Portland Pilots,G,6-1,Fr.,"Kennewick, WA",UserTeam6,83.0,27.67,67.0,108.0,3.0,18.0,6.0,0.75,4.67,2.0,1.33,1.33,0.33,0.33,1.0,1.33,2.33,3.33,3.0,1.0,11.0,3.67,54.0,18.0,14.0,6.0,4.0,4.0,4.0,7.0,10.0,1.0,1.0,3.0,3.0,1.0,2.0,Kamiakin HS,aubrey herrin,https://portlandpilots.com/images/2025/10/15/Herrin_Aubrey26web.JPG?width=80&quality=90
7,Tiffany Barbosa,Portland Pilots,G,5-10,So.,"Stockholm, Sweden",UserTeam1,202.0,11.88,46.0,72.0,17.0,17.06,4.41,0.526,2.24,1.06,1.18,0.12,0.41,1.71,0.82,1.53,1.59,3.41,16.0,0.94,22.0,1.29,290.0,75.0,38.0,18.0,20.0,2.0,26.0,27.0,58.0,7.0,29.0,14.0,21.0,1.24,9.0,RIG Lulea,tiffany barbosa,https://portlandpilots.com/images/2025/10/15/Barbosa_Tiffany26web.jpg?width=80&quality=90
9,Jada Kennedy,Portland Pilots,C,6-5,Fr.,"Melbourne, Australia",FreeAgent,215.0,12.65,4.0,69.0,17.0,9.94,3.53,0.718,2.53,0.76,0.35,0.53,0.0,0.12,0.24,0.71,1.65,2.29,17.0,1.0,26.0,1.53,169.0,60.0,43.0,13.0,6.0,9.0,12.0,28.0,39.0,0.0,2.0,4.0,7.0,0.41,9.0,Siena College,jada kennedy,https://portlandpilots.com/images/2025/10/15/Kennedy_Jada26web.JPG?width=80&quality=90
10,Natalie Fraley,Portland Pilots,G,6-0,Sr.,"Kelso, WA",FreeAgent,191.0,12.73,49.0,76.0,15.0,17.4,4.47,0.417,1.93,1.73,0.8,0.2,0.47,1.73,0.8,1.13,1.6,4.4,7.0,0.47,22.0,1.47,261.0,67.0,29.0,26.0,12.0,3.0,17.0,24.0,66.0,7.0,26.0,12.0,18.0,1.2,8.0,Utah State / Kelso HS,natalie fraley,https://portlandpilots.com/images/2025/10/15/Fraley_Natalie26web.JPG?width=80&quality=90
12,Brynn Smith,Portland Pilots,G,6-0,Fr.,"Eugene, OR",FreeAgent,156.0,9.18,54.0,85.0,17.0,11.12,4.47,0.473,1.06,1.24,0.76,0.06,0.82,2.18,0.35,1.65,1.65,4.35,3.0,0.18,15.0,0.88,189.0,76.0,18.0,21.0,13.0,1.0,28.0,28.0,74.0,14.0,37.0,6.0,8.0,0.47,9.0,Willamette HS,brynn smith,https://portlandpilots.com/images/2025/10/15/Smith_Brynn26web.JPG?width=80&quality=90
14,Caitlin Monahan,Portland Pilots,G,5-10,R-Fr.,"Mercer Island, WA",FreeAgent,64.0,6.4,71.0,116.0,10.0,6.6,1.6,0.538,1.7,0.4,0.3,0.1,0.2,0.7,0.2,0.2,0.6,1.3,7.0,0.7,10.0,1.0,66.0,16.0,17.0,4.0,3.0,1.0,2.0,6.0,13.0,2.0,7.0,2.0,2.0,0.2,6.0,Mercer Island HS,caitlin monahan,https://portlandpilots.com/images/2025/10/15/Monahan_Caitlyn26web.JPG?width=80&quality=90
17,Nicole Anderson,Portland Pilots,G,5-8,Gr.,"Eastvale, CA",FreeAgent,177.0,10.41,50.0,78.0,17.0,17.59,7.35,0.487,1.94,1.12,0.29,0.12,1.71,5.35,0.71,1.59,2.47,6.82,4.0,0.24,29.0,1.71,299.0,125.0,33.0,19.0,5.0,2.0,27.0,42.0,116.0,29.0,91.0,12.0,15.0,0.88,9.0,LMU / SMU / Rosary Academy,nicole anderson,https://portlandpilots.com/images/2025/10/15/Rodriguez_Nicole26web.JPG?width=80&quality=90
20,Lainey Spear,Portland Pilots,F,6-2,Jr.,"Portland, OR",UserTeam2,381.0,22.41,10.0,31.0,17.0,22.82,7.88,0.482,4.06,2.12,1.82,0.12,0.06,0.53,1.71,1.94,3.06,6.41,23.0,1.35,46.0,2.71,388.0,134.0,69.0,36.0,31.0,2.0,33.0,52.0,109.0,1.0,9.0,29.0,57.0,3.35,9.0,Beaverton HS,lainey spear,https://portlandpilots.com/images/2025/10/15/Spear_Lainey26web.JPG?width=80&quality=90
22,Rhyan Mogel,Portland Pilots,G,5-10,Jr.,"Happy Valley, OR",UserTeam4,502.0,31.38,10.0,16.0,16.0,27.31,9.06,0.528,2.44,5.0,1.94,0.25,0.94,2.06,1.88,2.69,3.12,6.81,4.0,0.25,35.0,2.19,437.0,145.0,39.0,80.0,31.0,4.0,43.0,50.0,109.0,15.0,33.0,30.0,37.0,2.31,9.0,Clackamas HS,rhyan mogel,https://portlandpilots.com/images/2025/10/15/Mogel_Rhyan26web.JPG?width=80&quality=90
35,Camille Dake,Portland Pilots,G,6-0,Fr.,"Vista, CA",FreeAgent,0.0,0.0,94.5,154.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rancho Buena Vista HS,camille dake,https://portlandpilots.com/images/2025/10/15/Dake_Camille26web.jpg?width=80&quality=90
42,Ella Zimmerman,Portland Pilots,F/C,6-4,So.,"Redondo Beach, CA",FreeAgent,95.0,5.59,1.0,104.0,17.0,7.41,2.18,0.385,1.47,0.06,0.06,0.47,0.0,0.06,0.41,0.35,0.88,2.29,9.0,0.53,16.0,0.94,126.0,37.0,25.0,1.0,1.0,8.0,6.0,15.0,39.0,0.0,1.0,7.0,10.0,0.59,9.0,Redondo Union HS,ella zimmerman,https://portlandpilots.com/images/2025/10/15/Zimmerman_Ella26web.JPG?width=80&quality=90
44,Julia Dalan,Portland Pilots,C/F,6-3,Fr.,"Centralia, WA",UserTeam6,462.0,27.18,1.0,20.0,17.0,21.06,8.12,0.421,5.53,0.47,0.53,3.35,0.0,0.24,1.18,1.65,3.47,8.24,33.0,1.94,61.0,3.59,358.0,138.0,94.0,8.0,9.0,57.0,28.0,59.0,140.0,0.0,4.0,20.0,27.0,1.59,9.0,W.F. West HS,julia dalan,https://portlandpilots.com/images/2025/10/15/Dalan_Julia26web.JPG?width=80&quality=90
0,Ysabella Von Seipler,San Diego Toreros,G,5-10,Fr.,"Rocklin, CA",UserTeam1,114.0,12.67,62.0,96.0,9.0,12.78,4.44,0.613,2.67,0.78,0.56,0.0,0.89,1.67,0.22,0.44,1.67,3.44,9.0,1.0,15.0,1.67,115.0,40.0,24.0,7.0,5.0,0.0,4.0,15.0,31.0,8.0,15.0,2.0,6.0,0.67,3.0,,ysabella von seipler,https://usdtoreros.com/images/2025/10/15/Ysabella_Von_Seipler_Head_Shot.png?width=300
1,Dresha Moore,San Diego Toreros,F,6-0,So.,"Hawthorne, CA",FreeAgent,103.0,5.72,29.0,101.0,18.0,15.0,2.83,0.294,3.89,0.44,0.33,0.28,0.11,0.72,0.61,1.5,1.06,3.78,20.0,1.11,50.0,2.78,270.0,51.0,70.0,8.0,6.0,5.0,27.0,19.0,68.0,2.0,13.0,11.0,15.0,0.83,6.0,,dresha moore,https://usdtoreros.com/images/2025/10/15/Dresha_Moore_Headshot.png?width=80&quality=90
2,Ryanne Bahnsen-Price,San Diego Toreros,F,6-0,Fr.,"Erie, CO",FreeAgent,0.0,0.0,49.0,154.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ryanne bahnsen-price,https://usdtoreros.com/images/2025/10/15/Ryanne_Bahnsen-Price_Head_Shot.png?width=300
3,Lilly Amor,San Diego Toreros,G,5-11,So.,"Melbourne, Victoria, Australia",FreeAgent,127.0,6.68,59.5,92.5,19.0,20.0,2.84,0.422,0.79,0.89,0.68,0.16,0.74,2.68,0.0,0.68,1.05,3.37,1.0,0.05,14.0,0.74,380.0,54.0,15.0,17.0,13.0,3.0,13.0,20.0,64.0,14.0,51.0,0.0,2.0,0.11,7.0,,lilly amor,https://usdtoreros.com/images/2025/10/15/Ysabella_Von_Seipler_Head_Shot.png?width=80&quality=90
4,Jessica Ajayi,San Diego Toreros,G,5-10,Fr.,"Kent, WA",FreeAgent,42.0,4.67,77.0,123.0,9.0,8.89,1.44,0.214,1.56,1.0,0.67,0.22,0.22,1.89,0.11,0.67,0.56,3.11,4.0,0.44,10.0,1.11,80.0,13.0,14.0,9.0,6.0,2.0,6.0,5.0,28.0,2.0,17.0,1.0,2.0,0.22,3.0,,jessica ajayi,https://usdtoreros.com/images/2025/10/15/Jessica_Ajayi_Head_Shot.png?width=80&quality=90
5,Lauren McCall,San Diego Toreros,G,5-6,Jr.,"Boise, ID",FreeAgent,0.0,0.0,94.5,154.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,lauren mccall,https://usdtoreros.com/images/2025/10/15/Lauren_McCall_Head_Shot.png?width=80&quality=90
